colour	x	xend	y	yend	showSelected1	showSelected2
#66C2A5	12	12	0.222627647863225	0.227644127814877	6	subtrain
#FC8D62	13	13	0.121519266167902	0.227644127814877	6	validation
#FC8D62	14	14	-0.0378266644956678	0.227644127814877	6	validation
#FC8D62	15	15	0.296136416036393	0.227644127814877	6	validation
#66C2A5	16	16	0.179149963320559	0.227644127814877	6	subtrain
#FC8D62	17	17	0.182024297912188	0.227644127814877	6	validation
#FC8D62	18	18	0.278026945290612	0.227644127814877	6	validation
#66C2A5	19	19	0.265765443731891	0.227644127814877	6	subtrain
#66C2A5	20	20	0.243033456343833	0.227644127814877	6	subtrain
#FC8D62	11	11	0.334821441067167	0.227644127814877	7	validation
#66C2A5	12	12	0.222627647863225	0.227644127814877	7	subtrain
#FC8D62	13	13	0.121519266167902	0.227644127814877	7	validation
#FC8D62	14	14	-0.0378266644956678	0.227644127814877	7	validation
#FC8D62	15	15	0.296136416036393	0.227644127814877	7	validation
#66C2A5	16	16	0.179149963320559	0.227644127814877	7	subtrain
#FC8D62	17	17	0.182024297912188	0.227644127814877	7	validation
#FC8D62	18	18	0.278026945290612	0.227644127814877	7	validation
#66C2A5	19	19	0.265765443731891	0.227644127814877	7	subtrain
#66C2A5	20	20	0.243033456343833	0.227644127814877	7	subtrain
#FC8D62	11	11	0.334821441067167	0.227644127814877	8	validation
#66C2A5	12	12	0.222627647863225	0.227644127814877	8	subtrain
#FC8D62	13	13	0.121519266167902	0.227644127814877	8	validation
#FC8D62	14	14	-0.0378266644956678	0.227644127814877	8	validation
#FC8D62	15	15	0.296136416036393	0.227644127814877	8	validation
#66C2A5	16	16	0.179149963320559	0.227644127814877	8	subtrain
#FC8D62	17	17	0.182024297912188	0.227644127814877	8	validation
#FC8D62	18	18	0.278026945290612	0.227644127814877	8	validation
#66C2A5	19	19	0.265765443731891	0.227644127814877	8	subtrain
#66C2A5	20	20	0.243033456343833	0.227644127814877	8	subtrain
#FC8D62	11	11	0.334821441067167	0.227644127814877	9	validation
#66C2A5	12	12	0.222627647863225	0.227644127814877	9	subtrain
#FC8D62	13	13	0.121519266167902	0.227644127814877	9	validation
#FC8D62	14	14	-0.0378266644956678	0.227644127814877	9	validation
#FC8D62	15	15	0.296136416036393	0.227644127814877	9	validation
#66C2A5	16	16	0.179149963320559	0.227644127814877	9	subtrain
#FC8D62	17	17	0.182024297912188	0.227644127814877	9	validation
#FC8D62	18	18	0.278026945290612	0.227644127814877	9	validation
#66C2A5	19	19	0.265765443731891	0.227644127814877	9	subtrain
#66C2A5	20	20	0.243033456343833	0.227644127814877	9	subtrain
#FC8D62	11	11	0.334821441067167	0.227644127814877	10	validation
#66C2A5	12	12	0.222627647863225	0.227644127814877	10	subtrain
#FC8D62	13	13	0.121519266167902	0.227644127814877	10	validation
#FC8D62	14	14	-0.0378266644956678	0.227644127814877	10	validation
#FC8D62	15	15	0.296136416036393	0.227644127814877	10	validation
#66C2A5	16	16	0.179149963320559	0.227644127814877	10	subtrain
#FC8D62	17	17	0.182024297912188	0.227644127814877	10	validation
#FC8D62	18	18	0.278026945290612	0.227644127814877	10	validation
#66C2A5	19	19	0.265765443731891	0.227644127814877	10	subtrain
#66C2A5	20	20	0.243033456343833	0.227644127814877	10	subtrain
#FC8D62	11	11	0.334821441067167	0.227644127814877	11	validation
#66C2A5	12	12	0.222627647863225	0.227644127814877	11	subtrain
#FC8D62	13	13	0.121519266167902	0.227644127814877	11	validation
#FC8D62	14	14	-0.0378266644956678	0.227644127814877	11	validation
#FC8D62	15	15	0.296136416036393	0.227644127814877	11	validation
#66C2A5	16	16	0.179149963320559	0.227644127814877	11	subtrain
#FC8D62	17	17	0.182024297912188	0.227644127814877	11	validation
#FC8D62	18	18	0.278026945290612	0.227644127814877	11	validation
#66C2A5	19	19	0.265765443731891	0.227644127814877	11	subtrain
#66C2A5	20	20	0.243033456343833	0.227644127814877	11	subtrain
#FC8D62	11	11	0.334821441067167	0.227644127814877	12	validation
#66C2A5	12	12	0.222627647863225	0.227644127814877	12	subtrain
#FC8D62	13	13	0.121519266167902	0.227644127814877	12	validation
#FC8D62	14	14	-0.0378266644956678	0.227644127814877	12	validation
#FC8D62	15	15	0.296136416036393	0.227644127814877	12	validation
#66C2A5	16	16	0.179149963320559	0.227644127814877	12	subtrain
#FC8D62	17	17	0.182024297912188	0.227644127814877	12	validation
#FC8D62	18	18	0.278026945290612	0.227644127814877	12	validation
#66C2A5	19	19	0.265765443731891	0.227644127814877	12	subtrain
#66C2A5	20	20	0.243033456343833	0.227644127814877	12	subtrain
#FC8D62	11	11	0.334821441067167	0.227644127814877	13	validation
#66C2A5	12	12	0.222627647863225	0.227644127814877	13	subtrain
#FC8D62	13	13	0.121519266167902	0.227644127814877	13	validation
#FC8D62	14	14	-0.0378266644956678	0.227644127814877	13	validation
#FC8D62	15	15	0.296136416036393	0.227644127814877	13	validation
#66C2A5	16	16	0.179149963320559	0.227644127814877	13	subtrain
#FC8D62	17	17	0.182024297912188	0.227644127814877	13	validation
#FC8D62	18	18	0.278026945290612	0.227644127814877	13	validation
#66C2A5	19	19	0.265765443731891	0.227644127814877	13	subtrain
#66C2A5	20	20	0.243033456343833	0.227644127814877	13	subtrain
#FC8D62	11	11	0.334821441067167	0.227644127814877	14	validation
#66C2A5	12	12	0.222627647863225	0.227644127814877	14	subtrain
#FC8D62	13	13	0.121519266167902	0.227644127814877	14	validation
#FC8D62	14	14	-0.0378266644956678	0.227644127814877	14	validation
#FC8D62	15	15	0.296136416036393	0.227644127814877	14	validation
#66C2A5	16	16	0.179149963320559	0.227644127814877	14	subtrain
#FC8D62	17	17	0.182024297912188	0.227644127814877	14	validation
#FC8D62	18	18	0.278026945290612	0.227644127814877	14	validation
#66C2A5	19	19	0.265765443731891	0.227644127814877	14	subtrain
#66C2A5	20	20	0.243033456343833	0.227644127814877	14	subtrain
#FC8D62	15	15	0.296136416036393	0.179149963320559	19	validation
#66C2A5	16	16	0.179149963320559	0.179149963320559	19	subtrain
#FC8D62	17	17	0.182024297912188	0.179149963320559	19	validation
#FC8D62	15	15	0.296136416036393	0.179149963320559	20	validation
#66C2A5	16	16	0.179149963320559	0.179149963320559	20	subtrain
#FC8D62	17	17	0.182024297912188	0.179149963320559	20	validation
#FC8D62	15	15	0.296136416036393	0.179149963320559	21	validation
#66C2A5	16	16	0.179149963320559	0.179149963320559	21	subtrain
#FC8D62	17	17	0.182024297912188	0.179149963320559	21	validation
#FC8D62	15	15	0.296136416036393	0.179149963320559	22	validation
#66C2A5	16	16	0.179149963320559	0.179149963320559	22	subtrain
#FC8D62	17	17	0.182024297912188	0.179149963320559	22	validation
#FC8D62	15	15	0.296136416036393	0.179149963320559	23	validation
#66C2A5	16	16	0.179149963320559	0.179149963320559	23	subtrain
#FC8D62	17	17	0.182024297912188	0.179149963320559	23	validation
#FC8D62	15	15	0.296136416036393	0.179149963320559	24	validation
#66C2A5	16	16	0.179149963320559	0.179149963320559	24	subtrain
#FC8D62	17	17	0.182024297912188	0.179149963320559	24	validation
#FC8D62	15	15	0.296136416036393	0.179149963320559	25	validation
#66C2A5	16	16	0.179149963320559	0.179149963320559	25	subtrain
#FC8D62	17	17	0.182024297912188	0.179149963320559	25	validation
#FC8D62	18	18	0.278026945290612	0.265765443731891	22	validation
#66C2A5	19	19	0.265765443731891	0.265765443731891	22	subtrain
#FC8D62	18	18	0.278026945290612	0.265765443731891	23	validation
#66C2A5	19	19	0.265765443731891	0.265765443731891	23	subtrain
#FC8D62	18	18	0.278026945290612	0.265765443731891	24	validation
#66C2A5	19	19	0.265765443731891	0.265765443731891	24	subtrain
#FC8D62	18	18	0.278026945290612	0.265765443731891	25	validation
#66C2A5	19	19	0.265765443731891	0.265765443731891	25	subtrain
#FC8D62	18	18	0.278026945290612	0.254399450037862	15	validation
#66C2A5	19	19	0.265765443731891	0.254399450037862	15	subtrain
#66C2A5	20	20	0.243033456343833	0.254399450037862	15	subtrain
#FC8D62	18	18	0.278026945290612	0.254399450037862	16	validation
#66C2A5	19	19	0.265765443731891	0.254399450037862	16	subtrain
#66C2A5	20	20	0.243033456343833	0.254399450037862	16	subtrain
#FC8D62	18	18	0.278026945290612	0.254399450037862	17	validation
#66C2A5	19	19	0.265765443731891	0.254399450037862	17	subtrain
#66C2A5	20	20	0.243033456343833	0.254399450037862	17	subtrain
#FC8D62	18	18	0.278026945290612	0.254399450037862	18	validation
#66C2A5	19	19	0.265765443731891	0.254399450037862	18	subtrain
#66C2A5	20	20	0.243033456343833	0.254399450037862	18	subtrain
#FC8D62	18	18	0.278026945290612	0.254399450037862	19	validation
#66C2A5	19	19	0.265765443731891	0.254399450037862	19	subtrain
#66C2A5	20	20	0.243033456343833	0.254399450037862	19	subtrain
#FC8D62	18	18	0.278026945290612	0.254399450037862	20	validation
#66C2A5	19	19	0.265765443731891	0.254399450037862	20	subtrain
#66C2A5	20	20	0.243033456343833	0.254399450037862	20	subtrain
#FC8D62	18	18	0.278026945290612	0.254399450037862	21	validation
#66C2A5	19	19	0.265765443731891	0.254399450037862	21	subtrain
#66C2A5	20	20	0.243033456343833	0.254399450037862	21	subtrain
#66C2A5	20	20	0.243033456343833	0.243033456343833	22	subtrain
#66C2A5	20	20	0.243033456343833	0.243033456343833	23	subtrain
#66C2A5	20	20	0.243033456343833	0.243033456343833	24	subtrain
#66C2A5	20	20	0.243033456343833	0.243033456343833	25	subtrain
#66C2A5	21	21	-0.743730875249225	-0.743730875249225	24	subtrain
#66C2A5	21	21	-0.743730875249225	-0.743730875249225	25	subtrain
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	6	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	6	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	6	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	7	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	7	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	7	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	8	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	8	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	8	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	9	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	9	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	9	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	10	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	10	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	10	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	11	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	11	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	11	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	12	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	12	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	12	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	13	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	13	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	13	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	14	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	14	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	14	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	15	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	15	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	15	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	16	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	16	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	16	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	17	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	17	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	17	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	18	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	18	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	18	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	19	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	19	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	19	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	20	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	20	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	20	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	21	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	21	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	21	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	22	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	22	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	22	validation
#66C2A5	21	21	-0.743730875249225	-0.750572928793083	23	subtrain
#66C2A5	22	22	-0.757414982336941	-0.750572928793083	23	subtrain
#FC8D62	23	23	-0.828172114073528	-0.750572928793083	23	validation
#66C2A5	21	21	-0.743730875249225	-0.834157116467115	4	subtrain
#66C2A5	22	22	-0.757414982336941	-0.834157116467115	4	subtrain
#FC8D62	23	23	-0.828172114073528	-0.834157116467115	4	validation
#66C2A5	24	24	-1.03456378199638	-0.834157116467115	4	subtrain
#FC8D62	25	25	-0.773646037620576	-0.834157116467115	4	validation
#66C2A5	26	26	-0.841241486362947	-0.834157116467115	4	subtrain
#FC8D62	27	27	-0.85120816308058	-0.834157116467115	4	validation
#FC8D62	28	28	-0.982703850799975	-0.834157116467115	4	validation
#FC8D62	29	29	-0.883443617920909	-0.834157116467115	4	validation
#66C2A5	30	30	-0.793834456390077	-0.834157116467115	4	subtrain
#66C2A5	21	21	-0.743730875249225	-0.834157116467115	5	subtrain
#66C2A5	22	22	-0.757414982336941	-0.834157116467115	5	subtrain
#FC8D62	23	23	-0.828172114073528	-0.834157116467115	5	validation
#66C2A5	24	24	-1.03456378199638	-0.834157116467115	5	subtrain
#FC8D62	25	25	-0.773646037620576	-0.834157116467115	5	validation
#66C2A5	26	26	-0.841241486362947	-0.834157116467115	5	subtrain
#FC8D62	27	27	-0.85120816308058	-0.834157116467115	5	validation
#FC8D62	28	28	-0.982703850799975	-0.834157116467115	5	validation
#FC8D62	29	29	-0.883443617920909	-0.834157116467115	5	validation
#66C2A5	30	30	-0.793834456390077	-0.834157116467115	5	subtrain
#66C2A5	22	22	-0.757414982336941	-0.757414982336941	24	subtrain
#FC8D62	23	23	-0.828172114073528	-0.757414982336941	24	validation
#66C2A5	22	22	-0.757414982336941	-0.757414982336941	25	subtrain
#FC8D62	23	23	-0.828172114073528	-0.757414982336941	25	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	7	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	7	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	8	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	8	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	9	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	9	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	10	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	10	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	11	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	11	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	12	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	12	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	13	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	13	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	14	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	14	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	15	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	15	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	16	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	16	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	17	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	17	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	18	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	18	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	19	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	19	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	20	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	20	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	21	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	21	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	22	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	22	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	23	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	23	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	24	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	24	validation
#66C2A5	24	24	-1.03456378199638	-1.03456378199638	25	subtrain
#FC8D62	25	25	-0.773646037620576	-1.03456378199638	25	validation
#66C2A5	24	24	-1.03456378199638	-0.889879908249803	6	subtrain
#FC8D62	25	25	-0.773646037620576	-0.889879908249803	6	validation
#66C2A5	26	26	-0.841241486362947	-0.889879908249803	6	subtrain
#FC8D62	27	27	-0.85120816308058	-0.889879908249803	6	validation
#FC8D62	28	28	-0.982703850799975	-0.889879908249803	6	validation
#FC8D62	29	29	-0.883443617920909	-0.889879908249803	6	validation
#66C2A5	30	30	-0.793834456390077	-0.889879908249803	6	subtrain
#66C2A5	26	26	-0.841241486362947	-0.841241486362947	18	subtrain
#FC8D62	27	27	-0.85120816308058	-0.841241486362947	18	validation
#FC8D62	28	28	-0.982703850799975	-0.841241486362947	18	validation
#66C2A5	26	26	-0.841241486362947	-0.841241486362947	19	subtrain
#FC8D62	27	27	-0.85120816308058	-0.841241486362947	19	validation
#FC8D62	28	28	-0.982703850799975	-0.841241486362947	19	validation
#66C2A5	26	26	-0.841241486362947	-0.841241486362947	20	subtrain
#FC8D62	27	27	-0.85120816308058	-0.841241486362947	20	validation
#FC8D62	28	28	-0.982703850799975	-0.841241486362947	20	validation
#66C2A5	26	26	-0.841241486362947	-0.841241486362947	21	subtrain
#FC8D62	27	27	-0.85120816308058	-0.841241486362947	21	validation
#FC8D62	28	28	-0.982703850799975	-0.841241486362947	21	validation
#66C2A5	26	26	-0.841241486362947	-0.841241486362947	22	subtrain
#FC8D62	27	27	-0.85120816308058	-0.841241486362947	22	validation
#FC8D62	28	28	-0.982703850799975	-0.841241486362947	22	validation
#66C2A5	26	26	-0.841241486362947	-0.841241486362947	23	subtrain
#FC8D62	27	27	-0.85120816308058	-0.841241486362947	23	validation
#FC8D62	28	28	-0.982703850799975	-0.841241486362947	23	validation
#66C2A5	26	26	-0.841241486362947	-0.841241486362947	24	subtrain
#FC8D62	27	27	-0.85120816308058	-0.841241486362947	24	validation
#FC8D62	28	28	-0.982703850799975	-0.841241486362947	24	validation
#66C2A5	26	26	-0.841241486362947	-0.841241486362947	25	subtrain
#FC8D62	27	27	-0.85120816308058	-0.841241486362947	25	validation
#FC8D62	28	28	-0.982703850799975	-0.841241486362947	25	validation
#66C2A5	26	26	-0.841241486362947	-0.817537971376512	7	subtrain
#FC8D62	27	27	-0.85120816308058	-0.817537971376512	7	validation
#FC8D62	28	28	-0.982703850799975	-0.817537971376512	7	validation
#FC8D62	29	29	-0.883443617920909	-0.817537971376512	7	validation
#66C2A5	30	30	-0.793834456390077	-0.817537971376512	7	subtrain
#66C2A5	26	26	-0.841241486362947	-0.817537971376512	8	subtrain
#FC8D62	27	27	-0.85120816308058	-0.817537971376512	8	validation
#FC8D62	28	28	-0.982703850799975	-0.817537971376512	8	validation
#FC8D62	29	29	-0.883443617920909	-0.817537971376512	8	validation
#66C2A5	30	30	-0.793834456390077	-0.817537971376512	8	subtrain
#66C2A5	26	26	-0.841241486362947	-0.817537971376512	9	subtrain
#FC8D62	27	27	-0.85120816308058	-0.817537971376512	9	validation
#FC8D62	28	28	-0.982703850799975	-0.817537971376512	9	validation
#FC8D62	29	29	-0.883443617920909	-0.817537971376512	9	validation
#66C2A5	30	30	-0.793834456390077	-0.817537971376512	9	subtrain
#66C2A5	26	26	-0.841241486362947	-0.817537971376512	10	subtrain
#FC8D62	27	27	-0.85120816308058	-0.817537971376512	10	validation
#FC8D62	28	28	-0.982703850799975	-0.817537971376512	10	validation
#FC8D62	29	29	-0.883443617920909	-0.817537971376512	10	validation
#66C2A5	30	30	-0.793834456390077	-0.817537971376512	10	subtrain
#66C2A5	26	26	-0.841241486362947	-0.817537971376512	11	subtrain
#FC8D62	27	27	-0.85120816308058	-0.817537971376512	11	validation
#FC8D62	28	28	-0.982703850799975	-0.817537971376512	11	validation
#FC8D62	29	29	-0.883443617920909	-0.817537971376512	11	validation
#66C2A5	30	30	-0.793834456390077	-0.817537971376512	11	subtrain
#66C2A5	26	26	-0.841241486362947	-0.817537971376512	12	subtrain
#FC8D62	27	27	-0.85120816308058	-0.817537971376512	12	validation
#FC8D62	28	28	-0.982703850799975	-0.817537971376512	12	validation
#FC8D62	29	29	-0.883443617920909	-0.817537971376512	12	validation
#66C2A5	30	30	-0.793834456390077	-0.817537971376512	12	subtrain
#66C2A5	26	26	-0.841241486362947	-0.817537971376512	13	subtrain
#FC8D62	27	27	-0.85120816308058	-0.817537971376512	13	validation
#FC8D62	28	28	-0.982703850799975	-0.817537971376512	13	validation
#FC8D62	29	29	-0.883443617920909	-0.817537971376512	13	validation
#66C2A5	30	30	-0.793834456390077	-0.817537971376512	13	subtrain
#66C2A5	26	26	-0.841241486362947	-0.817537971376512	14	subtrain
#FC8D62	27	27	-0.85120816308058	-0.817537971376512	14	validation
#FC8D62	28	28	-0.982703850799975	-0.817537971376512	14	validation
#FC8D62	29	29	-0.883443617920909	-0.817537971376512	14	validation
#66C2A5	30	30	-0.793834456390077	-0.817537971376512	14	subtrain
#66C2A5	26	26	-0.841241486362947	-0.817537971376512	15	subtrain
#FC8D62	27	27	-0.85120816308058	-0.817537971376512	15	validation
#FC8D62	28	28	-0.982703850799975	-0.817537971376512	15	validation
#FC8D62	29	29	-0.883443617920909	-0.817537971376512	15	validation
#66C2A5	30	30	-0.793834456390077	-0.817537971376512	15	subtrain
#66C2A5	26	26	-0.841241486362947	-0.817537971376512	16	subtrain
#FC8D62	27	27	-0.85120816308058	-0.817537971376512	16	validation
#FC8D62	28	28	-0.982703850799975	-0.817537971376512	16	validation
#FC8D62	29	29	-0.883443617920909	-0.817537971376512	16	validation
#66C2A5	30	30	-0.793834456390077	-0.817537971376512	16	subtrain
#66C2A5	26	26	-0.841241486362947	-0.817537971376512	17	subtrain
#FC8D62	27	27	-0.85120816308058	-0.817537971376512	17	validation
#FC8D62	28	28	-0.982703850799975	-0.817537971376512	17	validation
#FC8D62	29	29	-0.883443617920909	-0.817537971376512	17	validation
#66C2A5	30	30	-0.793834456390077	-0.817537971376512	17	subtrain
#FC8D62	29	29	-0.883443617920909	-0.793834456390077	18	validation
#66C2A5	30	30	-0.793834456390077	-0.793834456390077	18	subtrain
#FC8D62	29	29	-0.883443617920909	-0.793834456390077	19	validation
#66C2A5	30	30	-0.793834456390077	-0.793834456390077	19	subtrain
#FC8D62	29	29	-0.883443617920909	-0.793834456390077	20	validation
#66C2A5	30	30	-0.793834456390077	-0.793834456390077	20	subtrain
#FC8D62	29	29	-0.883443617920909	-0.793834456390077	21	validation
#66C2A5	30	30	-0.793834456390077	-0.793834456390077	21	subtrain
#FC8D62	29	29	-0.883443617920909	-0.793834456390077	22	validation
#66C2A5	30	30	-0.793834456390077	-0.793834456390077	22	subtrain
#FC8D62	29	29	-0.883443617920909	-0.793834456390077	23	validation
#66C2A5	30	30	-0.793834456390077	-0.793834456390077	23	subtrain
#FC8D62	29	29	-0.883443617920909	-0.793834456390077	24	validation
#66C2A5	30	30	-0.793834456390077	-0.793834456390077	24	subtrain
#FC8D62	29	29	-0.883443617920909	-0.793834456390077	25	validation
#66C2A5	30	30	-0.793834456390077	-0.793834456390077	25	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	9	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	10	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	11	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	12	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	13	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	14	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	15	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	16	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	17	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	18	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	19	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	20	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	21	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	22	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	23	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	24	subtrain
#66C2A5	31	31	1.7311487572907	1.7311487572907	25	subtrain
#66C2A5	31	31	1.7311487572907	1.64681030201924	3	subtrain
#66C2A5	32	32	1.58500202940349	1.64681030201924	3	subtrain
#66C2A5	33	33	1.63404796329373	1.64681030201924	3	subtrain
#FC8D62	34	34	1.5899002980795	1.64681030201924	3	validation
#FC8D62	35	35	1.45757484645493	1.64681030201924	3	validation
#66C2A5	36	36	1.55378134580782	1.64681030201924	3	subtrain
#FC8D62	37	37	1.55585180676676	1.64681030201924	3	validation
#FC8D62	38	38	1.58934946246667	1.64681030201924	3	validation
#66C2A5	39	39	1.70528333933618	1.64681030201924	3	subtrain
#66C2A5	40	40	1.67159837698355	1.64681030201924	3	subtrain
#66C2A5	31	31	1.7311487572907	1.64681030201924	4	subtrain
#66C2A5	32	32	1.58500202940349	1.64681030201924	4	subtrain
#66C2A5	33	33	1.63404796329373	1.64681030201924	4	subtrain
#FC8D62	34	34	1.5899002980795	1.64681030201924	4	validation
#FC8D62	35	35	1.45757484645493	1.64681030201924	4	validation
#66C2A5	36	36	1.55378134580782	1.64681030201924	4	subtrain
#FC8D62	37	37	1.55585180676676	1.64681030201924	4	validation
#FC8D62	38	38	1.58934946246667	1.64681030201924	4	validation
#66C2A5	39	39	1.70528333933618	1.64681030201924	4	subtrain
#66C2A5	40	40	1.67159837698355	1.64681030201924	4	subtrain
#66C2A5	31	31	1.7311487572907	1.64681030201924	5	subtrain
#66C2A5	32	32	1.58500202940349	1.64681030201924	5	subtrain
#66C2A5	33	33	1.63404796329373	1.64681030201924	5	subtrain
#FC8D62	34	34	1.5899002980795	1.64681030201924	5	validation
#FC8D62	35	35	1.45757484645493	1.64681030201924	5	validation
#66C2A5	36	36	1.55378134580782	1.64681030201924	5	subtrain
#FC8D62	37	37	1.55585180676676	1.64681030201924	5	validation
#FC8D62	38	38	1.58934946246667	1.64681030201924	5	validation
#66C2A5	39	39	1.70528333933618	1.64681030201924	5	subtrain
